#liczba obsluzonych zgloszen przez kanal 1
#czas	#liczbaZgloszen obsluzonych
5772.0	2913
5773.0	2913
5774.0	2914
5775.0	2914
5776.0	2915
5777.0	2915
5778.0	2916
5779.0	2916
5780.0	2917
5781.0	2917
5782.0	2918
5783.0	2918
5784.0	2919
5785.0	2919
5786.0	2920
5787.0	2920
5788.0	2921
5789.0	2921
5790.0	2922
5791.0	2922
5792.0	2923
5793.0	2923
5794.0	2924
5795.0	2924
5796.0	2925
5797.0	2925
5798.0	2926
5799.0	2926
5800.0	2927
5801.0	2927
5802.0	2928
5803.0	2929
5804.0	2929
5805.0	2930
5806.0	2930
5807.0	2931
5808.0	2931
5809.0	2932
5810.0	2932
5811.0	2933
5812.0	2933
5813.0	2934
5814.0	2934
5815.0	2935
5816.0	2935
5817.0	2935
5818.0	2936
5819.0	2937
5820.0	2937
5821.0	2938
5822.0	2938
5823.0	2939
5824.0	2939
5825.0	2940
5826.0	2940
5827.0	2941
5828.0	2941
5829.0	2942
5830.0	2942
5831.0	2943
5832.0	2943
5833.0	2944
5834.0	2944
5835.0	2945
5836.0	2945
5837.0	2946
5838.0	2946
5839.0	2947
5840.0	2947
5841.0	2948
5842.0	2948
5843.0	2949
5844.0	2949
5845.0	2950
5846.0	2950
5847.0	2951
5848.0	2951
5849.0	2952
5850.0	2952
5851.0	2952
5852.0	2953
5853.0	2954
5854.0	2954
5855.0	2955
5856.0	2955
5857.0	2956
5858.0	2956
5859.0	2957
5860.0	2957
5861.0	2958
5862.0	2958
5863.0	2959
5864.0	2959
5865.0	2960
5866.0	2960
5867.0	2961
5868.0	2961
5869.0	2962
5870.0	2962
5871.0	2963
5872.0	2963
5873.0	2964
5874.0	2965
5875.0	2965
5876.0	2966
5877.0	2966
5878.0	2967
5879.0	2967
5880.0	2968
5881.0	2968
5882.0	2969
5883.0	2969
5884.0	2970
5885.0	2970
5886.0	2971
5887.0	2971
5888.0	2972
5889.0	2972
5890.0	2973
5891.0	2973
5892.0	2973
5893.0	2974
5894.0	2975
5895.0	2975
5896.0	2976
5897.0	2976
5898.0	2977
5899.0	2977
5900.0	2978
5901.0	2978
5902.0	2979
5903.0	2979
5904.0	2980
5905.0	2980
5906.0	2981
5907.0	2981
5908.0	2982
5909.0	2983
5910.0	2983
5911.0	2984
5912.0	2984
5913.0	2985
5914.0	2985
5915.0	2986
5916.0	2986
5917.0	2987
5918.0	2987
5919.0	2988
5920.0	2988
5921.0	2989
5922.0	2989
5923.0	2990
5924.0	2990
5925.0	2991
5926.0	2991
5927.0	2992
5928.0	2992
5929.0	2993
5930.0	2993
5931.0	2994
5932.0	2994
5933.0	2995
5934.0	2995
5935.0	2996
5936.0	2996
5937.0	2997
5938.0	2997
5939.0	2998
5940.0	2998
5941.0	2999
5942.0	2999
5943.0	3000
5944.0	3000
5945.0	3001
5946.0	3001
5947.0	3002
5948.0	3002
5949.0	3003
5950.0	3003
5951.0	3004
5952.0	3004
5953.0	3005
5954.0	3005
5955.0	3006
5956.0	3006
5957.0	3007
5958.0	3007
5959.0	3008
5960.0	3008
5961.0	3009
5962.0	3009
5963.0	3010
5964.0	3010
5965.0	3011
5966.0	3012
5967.0	3012
5968.0	3013
5969.0	3013
5970.0	3014
5971.0	3014
5972.0	3015
5973.0	3015
5974.0	3016
5975.0	3016
5976.0	3017
5977.0	3017
5978.0	3018
5979.0	3018
5980.0	3019
5981.0	3019
5982.0	3020
5983.0	3020
5984.0	3021
5985.0	3021
5986.0	3022
5987.0	3022
5988.0	3023
5989.0	3023
5990.0	3024
5991.0	3024
5992.0	3025
5993.0	3025
5994.0	3026
5995.0	3026
5996.0	3027
5997.0	3027
5998.0	3028
5999.0	3028
6000.0	3029
6001.0	3029
6002.0	3030
6003.0	3030
6004.0	3031
6005.0	3031
6006.0	3032
6007.0	3032
6008.0	3033
6009.0	3033
6010.0	3034
6011.0	3034
6012.0	3035
6013.0	3035
6014.0	3036
6015.0	3036
6016.0	3037
6017.0	3037
6018.0	3038
6019.0	3038
6020.0	3039
6021.0	3039
6022.0	3040
6023.0	3040
6024.0	3041
6025.0	3041
6026.0	3042
6027.0	3042
6028.0	3043
6029.0	3043
6030.0	3044
6031.0	3044
6032.0	3045
6033.0	3045
6034.0	3046
6035.0	3046
6036.0	3047
6037.0	3047
6038.0	3048
6039.0	3048
6040.0	3048
6041.0	3049
6042.0	3050
6043.0	3050
6044.0	3051
6045.0	3051
6046.0	3052
6047.0	3052
6048.0	3053
6049.0	3053
6050.0	3054
6051.0	3054
6052.0	3055
6053.0	3055
6054.0	3056
6055.0	3056
6056.0	3057
6057.0	3057
6058.0	3058
6059.0	3058
6060.0	3059
6061.0	3059
6062.0	3060
6063.0	3060
6064.0	3061
6065.0	3061
6066.0	3062
6067.0	3062
6068.0	3063
6069.0	3063
6070.0	3064
6071.0	3064
6072.0	3065
6073.0	3065
6074.0	3066
6075.0	3066
6076.0	3067
6077.0	3067
6078.0	3068
6079.0	3068
6080.0	3069
6081.0	3069
6082.0	3070
6083.0	3070
6084.0	3071
6085.0	3071
6086.0	3072
6087.0	3072
6088.0	3073
6089.0	3073
6090.0	3074
6091.0	3074
6092.0	3075
6093.0	3075
6094.0	3076
6095.0	3076
6096.0	3077
6097.0	3077
6098.0	3078
6099.0	3078
6100.0	3079
6101.0	3079
6102.0	3080
6103.0	3080
6104.0	3081
6105.0	3081
6106.0	3082
6107.0	3082
6108.0	3083
6109.0	3083
6110.0	3083
6111.0	3084
6112.0	3085
6113.0	3085
6114.0	3086
6115.0	3086
6116.0	3087
6117.0	3087
6118.0	3088
6119.0	3088
6120.0	3089
6121.0	3089
6122.0	3090
6123.0	3090
6124.0	3091
6125.0	3091
6126.0	3092
6127.0	3092
6128.0	3093
6129.0	3093
6130.0	3094
6131.0	3094
6132.0	3095
6133.0	3096
6134.0	3096
6135.0	3097
6136.0	3097
6137.0	3098
6138.0	3098
6139.0	3099
6140.0	3099
6141.0	3100
6142.0	3100
6143.0	3101
6144.0	3101
6145.0	3102
6146.0	3102
6147.0	3103
6148.0	3103
6149.0	3104
6150.0	3104
6151.0	3105
6152.0	3105
6153.0	3106
6154.0	3106
6155.0	3107
6156.0	3107
6157.0	3108
6158.0	3108
6159.0	3109
6160.0	3109
6161.0	3110
6162.0	3110
6163.0	3111
6164.0	3111
6165.0	3112
6166.0	3112
6167.0	3113
6168.0	3113
6169.0	3114
6170.0	3114
6171.0	3115
6172.0	3115
6173.0	3116
6174.0	3116
6175.0	3117
6176.0	3117
6177.0	3118
6178.0	3118
6179.0	3119
6180.0	3119
6181.0	3120
6182.0	3120
6183.0	3121
6184.0	3121
6185.0	3122
6186.0	3122
6187.0	3123
6188.0	3123
6189.0	3124
6190.0	3124
6191.0	3125
6192.0	3125
6193.0	3126
6194.0	3126
6195.0	3127
6196.0	3127
6197.0	3128
6198.0	3128
6199.0	3129
6200.0	3129
6201.0	3130
6202.0	3130
6203.0	3131
6204.0	3131
6205.0	3132
6206.0	3132
6207.0	3133
6208.0	3133
6209.0	3134
6210.0	3134
6211.0	3135
6212.0	3135
6213.0	3136
6214.0	3136
6215.0	3137
6216.0	3137
6217.0	3138
6218.0	3138
6219.0	3139
6220.0	3139
6221.0	3140
6222.0	3140
6223.0	3141
6224.0	3141
6225.0	3142
6226.0	3142
6227.0	3143
6228.0	3143
6229.0	3144
6230.0	3144
6231.0	3145
6232.0	3145
6233.0	3146
6234.0	3147
6235.0	3147
6236.0	3148
6237.0	3148
6238.0	3149
6239.0	3149
6240.0	3150
6241.0	3150
6242.0	3151
6243.0	3151
6244.0	3152
6245.0	3152
6246.0	3153
6247.0	3153
6248.0	3154
6249.0	3154
6250.0	3155
6251.0	3155
6252.0	3156
6253.0	3156
6254.0	3157
6255.0	3157
6256.0	3158
6257.0	3158
6258.0	3159
6259.0	3159
6260.0	3160
6261.0	3160
6262.0	3161
6263.0	3161
6264.0	3162
6265.0	3162
6266.0	3163
6267.0	3163
6268.0	3164
6269.0	3164
6270.0	3165
6271.0	3165
6272.0	3166
6273.0	3166
6274.0	3167
6275.0	3167
6276.0	3168
6277.0	3168
6278.0	3169
6279.0	3169
6280.0	3170
6281.0	3170
6282.0	3171
6283.0	3171
6284.0	3172
6285.0	3172
6286.0	3173
6287.0	3173
6288.0	3174
6289.0	3174
6290.0	3175
6291.0	3175
6292.0	3176
6293.0	3176
6294.0	3177
6295.0	3177
6296.0	3178
6297.0	3178
6298.0	3179
6299.0	3179
6300.0	3180
6301.0	3180
6302.0	3181
6303.0	3181
6304.0	3182
6305.0	3182
6306.0	3183
6307.0	3183
6308.0	3184
6309.0	3184
6310.0	3185
6311.0	3185
6312.0	3186
6313.0	3186
6314.0	3187
6315.0	3187
6316.0	3188
6317.0	3188
6318.0	3189
6319.0	3189
6320.0	3190
6321.0	3190
6322.0	3191
6323.0	3191
6324.0	3192
6325.0	3192
6326.0	3193
6327.0	3193
6328.0	3194
6329.0	3194
6330.0	3195
6331.0	3195
6332.0	3196
6333.0	3196
6334.0	3197
6335.0	3197
6336.0	3198
6337.0	3198
6338.0	3199
6339.0	3199
6340.0	3200
6341.0	3200
6342.0	3201
6343.0	3201
6344.0	3202
6345.0	3202
6346.0	3203
6347.0	3203
6348.0	3204
6349.0	3204
6350.0	3205
6351.0	3205
6352.0	3206
6353.0	3206
6354.0	3207
6355.0	3207
6356.0	3208
6357.0	3208
6358.0	3209
6359.0	3209
6360.0	3210
6361.0	3210
6362.0	3211
6363.0	3211
6364.0	3212
6365.0	3212
6366.0	3213
6367.0	3213
6368.0	3214
6369.0	3214
6370.0	3215
6371.0	3215
6372.0	3216
6373.0	3216
6374.0	3217
6375.0	3217
6376.0	3218
6377.0	3218
6378.0	3219
6379.0	3219
6380.0	3220
6381.0	3220
6382.0	3221
6383.0	3221
6384.0	3222
6385.0	3222
6386.0	3223
6387.0	3223
6388.0	3224
6389.0	3224
6390.0	3225
6391.0	3225
6392.0	3226
6393.0	3226
6394.0	3227
6395.0	3228
6396.0	3228
6397.0	3229
6398.0	3229
6399.0	3230
6400.0	3230
6401.0	3231
6402.0	3231
6403.0	3232
6404.0	3232
6405.0	3233
6406.0	3233
6407.0	3234
6408.0	3234
6409.0	3235
6410.0	3235
6411.0	3236
6412.0	3236
6413.0	3237
6414.0	3237
6415.0	3238
6416.0	3238
6417.0	3239
6418.0	3239
6419.0	3240
6420.0	3240
6421.0	3241
6422.0	3241
6423.0	3242
6424.0	3242
6425.0	3243
6426.0	3243
6427.0	3244
6428.0	3244
6429.0	3245
6430.0	3245
6431.0	3246
6432.0	3246
6433.0	3247
6434.0	3247
6435.0	3248
6436.0	3248
6437.0	3249
6438.0	3249
6439.0	3250
6440.0	3250
6441.0	3251
6442.0	3251
6443.0	3252
6444.0	3252
6445.0	3253
6446.0	3253
6447.0	3254
6448.0	3254
6449.0	3255
6450.0	3255
6451.0	3256
6452.0	3256
6453.0	3257
6454.0	3257
6455.0	3258
6456.0	3258
6457.0	3259
6458.0	3259
6459.0	3260
6460.0	3260
6461.0	3261
6462.0	3261
6463.0	3262
6464.0	3262
6465.0	3263
6466.0	3264
6467.0	3264
6468.0	3265
6469.0	3265
6470.0	3266
6471.0	3266
6472.0	3267
6473.0	3267
6474.0	3268
6475.0	3268
6476.0	3269
6477.0	3269
6478.0	3270
6479.0	3270
6480.0	3271
6481.0	3271
6482.0	3272
6483.0	3272
6484.0	3273
6485.0	3273
6486.0	3274
6487.0	3274
6488.0	3275
6489.0	3275
6490.0	3276
6491.0	3276
6492.0	3277
6493.0	3277
6494.0	3278
6495.0	3278
6496.0	3279
6497.0	3279
6498.0	3280
6499.0	3280
6500.0	3281
6501.0	3281
6502.0	3282
6503.0	3282
6504.0	3283
6505.0	3283
6506.0	3284
6507.0	3284
6508.0	3285
6509.0	3285
6510.0	3286
6511.0	3286
6512.0	3287
6513.0	3287
6514.0	3288
6515.0	3288
6516.0	3289
6517.0	3289
6518.0	3290
6519.0	3290
6520.0	3291
6521.0	3291
6522.0	3292
6523.0	3292
6524.0	3293
6525.0	3293
6526.0	3294
6527.0	3294
6528.0	3295
6529.0	3295
6530.0	3296
6531.0	3296
6532.0	3297
6533.0	3297
6534.0	3298
6535.0	3298
6536.0	3299
6537.0	3299
6538.0	3300
6539.0	3300
6540.0	3301
6541.0	3301
6542.0	3302
6543.0	3302
6544.0	3303
6545.0	3303
6546.0	3304
6547.0	3304
6548.0	3305
6549.0	3305
6550.0	3306
6551.0	3306
6552.0	3307
6553.0	3307
6554.0	3308
6555.0	3308
6556.0	3309
6557.0	3309
6558.0	3310
6559.0	3310
6560.0	3311
6561.0	3311
6562.0	3312
6563.0	3312
6564.0	3313
6565.0	3313
6566.0	3314
6567.0	3314
6568.0	3315
6569.0	3315
6570.0	3316
6571.0	3316
6572.0	3317
6573.0	3317
6574.0	3318
6575.0	3318
6576.0	3319
6577.0	3319
6578.0	3320
6579.0	3320
6580.0	3321
6581.0	3321
6582.0	3322
6583.0	3322
6584.0	3323
6585.0	3323
6586.0	3324
6587.0	3324
6588.0	3325
6589.0	3325
6590.0	3326
6591.0	3326
6592.0	3327
6593.0	3327
6594.0	3328
6595.0	3328
6596.0	3329
6597.0	3329
6598.0	3330
6599.0	3330
6600.0	3331
6601.0	3331
6602.0	3332
6603.0	3332
6604.0	3333
6605.0	3333
6606.0	3334
6607.0	3334
6608.0	3335
6609.0	3335
6610.0	3336
6611.0	3336
6612.0	3337
6613.0	3337
6614.0	3337
6615.0	3338
6616.0	3339
6617.0	3339
6618.0	3340
6619.0	3340
6620.0	3341
6621.0	3341
6622.0	3342
6623.0	3342
6624.0	3343
6625.0	3343
6626.0	3344
6627.0	3344
6628.0	3345
6629.0	3345
6630.0	3346
6631.0	3346
6632.0	3347
6633.0	3347
6634.0	3348
6635.0	3348
6636.0	3349
6637.0	3349
6638.0	3350
6639.0	3350
6640.0	3351
6641.0	3351
6642.0	3352
6643.0	3352
6644.0	3353
6645.0	3353
6646.0	3354
6647.0	3354
6648.0	3355
6649.0	3355
6650.0	3356
6651.0	3356
6652.0	3357
6653.0	3357
6654.0	3358
6655.0	3358
6656.0	3359
6657.0	3359
6658.0	3360
6659.0	3360
6660.0	3361
6661.0	3361
6662.0	3362
6663.0	3362
6664.0	3363
6665.0	3363
6666.0	3364
6667.0	3364
6668.0	3364
6669.0	3365
6670.0	3366
6671.0	3366
6672.0	3367
6673.0	3367
6674.0	3368
6675.0	3368
6676.0	3369
6677.0	3369
6678.0	3370
6679.0	3370
6680.0	3371
6681.0	3371
6682.0	3372
6683.0	3372
6684.0	3373
6685.0	3373
6686.0	3374
6687.0	3374
6688.0	3375
6689.0	3375
6690.0	3376
6691.0	3376
6692.0	3377
6693.0	3377
6694.0	3378
6695.0	3378
6696.0	3379
6697.0	3379
6698.0	3380
6699.0	3380
6700.0	3381
6701.0	3381
6702.0	3382
6703.0	3382
6704.0	3383
6705.0	3383
6706.0	3384
6707.0	3384
6708.0	3385
6709.0	3385
6710.0	3386
6711.0	3386
6712.0	3387
6713.0	3387
6714.0	3388
6715.0	3388
6716.0	3389
6717.0	3389
6718.0	3390
6719.0	3390
6720.0	3391
6721.0	3391
6722.0	3392
6723.0	3392
6724.0	3393
6725.0	3393
6726.0	3394
6727.0	3394
6728.0	3395
6729.0	3395
6730.0	3396
6731.0	3396
6732.0	3397
6733.0	3397
6734.0	3398
6735.0	3399
6736.0	3399
6737.0	3400
6738.0	3400
6739.0	3401
6740.0	3401
6741.0	3401
6742.0	3402
6743.0	3403
6744.0	3403
6745.0	3404
6746.0	3404
6747.0	3405
6748.0	3405
6749.0	3406
6750.0	3406
6751.0	3407
6752.0	3407
6753.0	3408
6754.0	3409
6755.0	3409
6756.0	3410
6757.0	3410
6758.0	3411
6759.0	3411
6760.0	3412
6761.0	3412
6762.0	3413
6763.0	3413
6764.0	3414
6765.0	3414
6766.0	3415
6767.0	3415
6768.0	3416
6769.0	3416
6770.0	3417
6771.0	3417
6772.0	3418
6773.0	3418
6774.0	3419
6775.0	3419
6776.0	3420
6777.0	3420
6778.0	3421
6779.0	3421
6780.0	3422
6781.0	3422
6782.0	3423
6783.0	3423
6784.0	3424
6785.0	3424
6786.0	3424
6787.0	3425
6788.0	3426
6789.0	3426
6790.0	3427
6791.0	3427
6792.0	3428
6793.0	3428
6794.0	3429
6795.0	3430
6796.0	3430
6797.0	3431
6798.0	3431
6799.0	3432
6800.0	3432
6801.0	3433
6802.0	3433
6803.0	3434
6804.0	3434
6805.0	3435
6806.0	3435
6807.0	3435
6808.0	3436
6809.0	3437
6810.0	3437
6811.0	3438
6812.0	3438
6813.0	3439
6814.0	3439
6815.0	3440
6816.0	3440
6817.0	3441
6818.0	3441
6819.0	3442
6820.0	3442
6821.0	3443
6822.0	3443
6823.0	3444
6824.0	3444
6825.0	3445
6826.0	3445
6827.0	3446
6828.0	3446
6829.0	3447
6830.0	3447
6831.0	3448
6832.0	3448
6833.0	3449
6834.0	3449
6835.0	3450
6836.0	3450
6837.0	3451
6838.0	3451
6839.0	3452
6840.0	3452
6841.0	3453
6842.0	3453
6843.0	3454
6844.0	3454
6845.0	3455
6846.0	3455
6847.0	3456
6848.0	3456
6849.0	3457
6850.0	3457
6851.0	3458
6852.0	3458
6853.0	3459
6854.0	3459
6855.0	3460
6856.0	3460
6857.0	3461
6858.0	3461
6859.0	3462
6860.0	3462
6861.0	3463
6862.0	3463
6863.0	3464
6864.0	3464
6865.0	3465
6866.0	3465
6867.0	3466
6868.0	3466
6869.0	3467
6870.0	3467
6871.0	3468
6872.0	3468
6873.0	3469
6874.0	3469
6875.0	3470
6876.0	3470
6877.0	3471
6878.0	3471
6879.0	3472
6880.0	3472
6881.0	3473
6882.0	3473
6883.0	3474
6884.0	3474
6885.0	3475
6886.0	3475
6887.0	3476
6888.0	3476
6889.0	3477
6890.0	3477
6891.0	3478
6892.0	3478
6893.0	3479
6894.0	3479
6895.0	3480
6896.0	3480
6897.0	3481
6898.0	3481
6899.0	3482
6900.0	3482
6901.0	3483
6902.0	3483
6903.0	3484
6904.0	3484
6905.0	3485
6906.0	3485
6907.0	3486
6908.0	3486
6909.0	3487
6910.0	3487
6911.0	3488
6912.0	3488
6913.0	3489
6914.0	3489
6915.0	3490
6916.0	3490
6917.0	3491
6918.0	3491
6919.0	3491
6920.0	3492
6921.0	3493
6922.0	3493
6923.0	3493
6924.0	3494
6925.0	3495
6926.0	3495
6927.0	3496
6928.0	3496
6929.0	3497
6930.0	3497
6931.0	3498
6932.0	3498
6933.0	3499
6934.0	3499
6935.0	3500
6936.0	3500
6937.0	3501
6938.0	3501
6939.0	3502
6940.0	3502
6941.0	3503
6942.0	3503
6943.0	3504
6944.0	3504
6945.0	3505
6946.0	3505
6947.0	3506
6948.0	3506
6949.0	3507
6950.0	3507
6951.0	3508
6952.0	3509
6953.0	3509
6954.0	3510
6955.0	3510
6956.0	3511
6957.0	3511
6958.0	3512
6959.0	3512
6960.0	3513
6961.0	3513
6962.0	3514
6963.0	3514
6964.0	3515
6965.0	3515
6966.0	3516
6967.0	3516
6968.0	3517
6969.0	3517
6970.0	3518
6971.0	3518
6972.0	3519
6973.0	3519
6974.0	3520
6975.0	3520
6976.0	3521
6977.0	3521
6978.0	3522
6979.0	3522
6980.0	3523
6981.0	3523
6982.0	3524
6983.0	3524
6984.0	3525
6985.0	3525
6986.0	3526
6987.0	3526
6988.0	3527
6989.0	3527
6990.0	3528
6991.0	3528
6992.0	3528
6993.0	3529
6994.0	3530
6995.0	3530
6996.0	3531
6997.0	3531
6998.0	3532
6999.0	3532
7000.0	3533
7001.0	3533
7002.0	3534
7003.0	3534
7004.0	3535
7005.0	3535
7006.0	3536
7007.0	3536
7008.0	3537
7009.0	3537
7010.0	3538
7011.0	3538
7012.0	3539
7013.0	3540
7014.0	3540
7015.0	3541
7016.0	3541
7017.0	3542
7018.0	3542
7019.0	3543
7020.0	3543
7021.0	3544
7022.0	3544
7023.0	3545
7024.0	3545
7025.0	3546
7026.0	3546
7027.0	3547
7028.0	3547
7029.0	3548
7030.0	3548
7031.0	3549
7032.0	3549
7033.0	3550
7034.0	3550
7035.0	3551
7036.0	3551
7037.0	3552
7038.0	3552
7039.0	3553
7040.0	3553
7041.0	3554
7042.0	3554
7043.0	3555
7044.0	3555
7045.0	3556
7046.0	3556
7047.0	3557
7048.0	3557
7049.0	3558
7050.0	3558
7051.0	3559
7052.0	3559
7053.0	3560
7054.0	3560
7055.0	3561
7056.0	3561
7057.0	3562
7058.0	3562
7059.0	3563
7060.0	3563
7061.0	3564
7062.0	3564
7063.0	3565
7064.0	3565
7065.0	3566
7066.0	3566
7067.0	3567
7068.0	3567
7069.0	3568
7070.0	3568
7071.0	3569
7072.0	3569
7073.0	3570
7074.0	3570
7075.0	3571
7076.0	3571
7077.0	3572
7078.0	3572
7079.0	3573
7080.0	3573
7081.0	3574
7082.0	3574
7083.0	3575
7084.0	3575
7085.0	3576
7086.0	3576
7087.0	3577
7088.0	3577
7089.0	3578
7090.0	3578
7091.0	3579
7092.0	3579
7093.0	3580
7094.0	3580
7095.0	3581
7096.0	3581
7097.0	3582
7098.0	3582
7099.0	3583
7100.0	3583
7101.0	3584
7102.0	3584
7103.0	3585
7104.0	3585
7105.0	3586
7106.0	3586
7107.0	3587
7108.0	3587
7109.0	3588
7110.0	3588
7111.0	3589
7112.0	3590
7113.0	3590
7114.0	3591
7115.0	3591
7116.0	3592
7117.0	3592
7118.0	3593
7119.0	3593
7120.0	3594
7121.0	3594
7122.0	3595
7123.0	3595
7124.0	3596
7125.0	3596
7126.0	3597
7127.0	3597
7128.0	3598
7129.0	3598
7130.0	3599
7131.0	3600
7132.0	3600
7133.0	3601
7134.0	3601
7135.0	3602
7136.0	3602
7137.0	3603
7138.0	3603
7139.0	3604
7140.0	3604
7141.0	3605
7142.0	3605
7143.0	3606
7144.0	3606
7145.0	3607
7146.0	3607
7147.0	3608
7148.0	3608
7149.0	3609
7150.0	3609
7151.0	3610
7152.0	3610
7153.0	3611
7154.0	3611
7155.0	3612
7156.0	3612
7157.0	3613
7158.0	3613
7159.0	3614
7160.0	3614
7161.0	3615
7162.0	3615
7163.0	3616
7164.0	3616
7165.0	3617
7166.0	3617
7167.0	3618
7168.0	3619
7169.0	3619
7170.0	3620
7171.0	3620
7172.0	3621
7173.0	3621
7174.0	3622
7175.0	3623
7176.0	3623
7177.0	3624
7178.0	3624
7179.0	3625
7180.0	3625
7181.0	3626
7182.0	3626
7183.0	3627
7184.0	3627
7185.0	3628
7186.0	3628
7187.0	3629
7188.0	3629
7189.0	3630
7190.0	3630
7191.0	3631
7192.0	3631
7193.0	3631
7194.0	3632
7195.0	3633
7196.0	3633
7197.0	3634
7198.0	3634
7199.0	3635
7200.0	3635
7201.0	3636
7202.0	3636
7203.0	3637
7204.0	3637
7205.0	3638
7206.0	3638
7207.0	3639
7208.0	3639
7209.0	3640
7210.0	3640
7211.0	3641
7212.0	3641
7213.0	3642
7214.0	3642
7215.0	3643
7216.0	3643
7217.0	3643
7218.0	3644
7219.0	3645
7220.0	3645
7221.0	3646
7222.0	3646
7223.0	3647
7224.0	3647
7225.0	3648
7226.0	3648
7227.0	3649
7228.0	3649
7229.0	3650
7230.0	3650
7231.0	3651
7232.0	3651
7233.0	3652
7234.0	3652
7235.0	3653
7236.0	3653
7237.0	3654
7238.0	3654
7239.0	3655
7240.0	3655
7241.0	3656
7242.0	3656
7243.0	3657
7244.0	3657
7245.0	3658
7246.0	3658
7247.0	3659
7248.0	3659
7249.0	3660
7250.0	3660
7251.0	3661
7252.0	3661
7253.0	3662
7254.0	3662
7255.0	3663
7256.0	3663
7257.0	3664
7258.0	3664
7259.0	3665
7260.0	3665
7261.0	3666
7262.0	3666
7263.0	3667
7264.0	3667
7265.0	3668
7266.0	3668
7267.0	3669
7268.0	3669
7269.0	3670
7270.0	3670
7271.0	3671
7272.0	3671
7273.0	3672
7274.0	3672
7275.0	3673
7276.0	3673
7277.0	3674
7278.0	3674
7279.0	3675
7280.0	3675
7281.0	3676
7282.0	3676
7283.0	3677
7284.0	3677
7285.0	3677
7286.0	3678
7287.0	3679
7288.0	3679
7289.0	3680
7290.0	3681
7291.0	3681
7292.0	3682
7293.0	3682
7294.0	3683
7295.0	3683
7296.0	3684
7297.0	3684
7298.0	3685
7299.0	3685
7300.0	3686
7301.0	3686
7302.0	3687
7303.0	3687
7304.0	3688
7305.0	3688
7306.0	3689
7307.0	3689
7308.0	3690
7309.0	3690
7310.0	3691
7311.0	3691
7312.0	3692
7313.0	3692
7314.0	3693
7315.0	3693
7316.0	3694
7317.0	3694
7318.0	3695
7319.0	3695
7320.0	3696
7321.0	3696
7322.0	3697
7323.0	3697
7324.0	3698
7325.0	3698
7326.0	3699
7327.0	3699
7328.0	3700
7329.0	3700
7330.0	3701
7331.0	3701
7332.0	3702
7333.0	3702
7334.0	3703
7335.0	3703
7336.0	3704
7337.0	3704
7338.0	3705
7339.0	3705
7340.0	3706
7341.0	3706
7342.0	3707
7343.0	3707
7344.0	3708
7345.0	3708
7346.0	3709
7347.0	3709
7348.0	3710
7349.0	3710
7350.0	3711
7351.0	3711
7352.0	3712
7353.0	3712
7354.0	3713
7355.0	3713
7356.0	3714
7357.0	3714
7358.0	3715
7359.0	3715
7360.0	3716
7361.0	3716
7362.0	3717
7363.0	3717
7364.0	3718
7365.0	3718
7366.0	3719
7367.0	3719
7368.0	3720
7369.0	3720
7370.0	3721
7371.0	3721
7372.0	3722
7373.0	3722
7374.0	3723
7375.0	3723
7376.0	3724
7377.0	3724
7378.0	3725
7379.0	3725
7380.0	3726
7381.0	3726
7382.0	3727
7383.0	3727
7384.0	3728
7385.0	3728
7386.0	3729
7387.0	3729
7388.0	3730
7389.0	3730
7390.0	3731
7391.0	3731
7392.0	3732
7393.0	3732
7394.0	3733
7395.0	3733
7396.0	3734
7397.0	3734
7398.0	3735
7399.0	3735
7400.0	3736
7401.0	3736
7402.0	3737
7403.0	3737
7404.0	3738
7405.0	3738
7406.0	3739
7407.0	3739
7408.0	3740
7409.0	3740
7410.0	3741
7411.0	3741
7412.0	3742
7413.0	3742
7414.0	3743
7415.0	3743
7416.0	3744
7417.0	3744
7418.0	3745
7419.0	3745
7420.0	3746
7421.0	3746
7422.0	3747
7423.0	3747
7424.0	3748
7425.0	3748
7426.0	3749
7427.0	3749
7428.0	3750
7429.0	3750
7430.0	3751
7431.0	3751
7432.0	3752
7433.0	3752
7434.0	3753
7435.0	3753
7436.0	3754
7437.0	3754
7438.0	3755
7439.0	3755
7440.0	3756
7441.0	3756
7442.0	3757
7443.0	3757
7444.0	3758
7445.0	3758
7446.0	3759
7447.0	3759
7448.0	3760
7449.0	3760
7450.0	3761
7451.0	3761
7452.0	3762
7453.0	3762
7454.0	3763
7455.0	3763
7456.0	3764
7457.0	3764
7458.0	3765
7459.0	3765
7460.0	3766
7461.0	3766
7462.0	3767
7463.0	3767
7464.0	3768
7465.0	3768
7466.0	3769
7467.0	3769
7468.0	3770
7469.0	3770
7470.0	3771
7471.0	3771
7472.0	3772
7473.0	3772
7474.0	3773
7475.0	3773
7476.0	3774
7477.0	3775
7478.0	3775
7479.0	3776
7480.0	3776
7481.0	3777
7482.0	3777
7483.0	3778
7484.0	3778
7485.0	3779
7486.0	3779
7487.0	3780
7488.0	3780
7489.0	3781
7490.0	3781
7491.0	3782
7492.0	3782
7493.0	3783
7494.0	3783
7495.0	3784
7496.0	3784
7497.0	3785
7498.0	3785
7499.0	3786
7500.0	3786
7501.0	3787
7502.0	3787
7503.0	3788
7504.0	3788
7505.0	3789
7506.0	3789
7507.0	3790
7508.0	3790
7509.0	3791
7510.0	3791
7511.0	3792
7512.0	3792
7513.0	3793
7514.0	3793
7515.0	3794
